InstID,Walk,GPA,SATMath,SATReading,SATWriting,ACT
215053,00,3.4,NULL,NULL,NULL,NULL
215062,00,3.9,780,760,780,34
215099,00,3.4,590,570,570,25
215105,00,2.5,550,580,NULL,25
215114,00,3.4,550,588,NULL,26
215132,00,3.6,660,600,630,27
215266,00,3.2,550,530,520,23
215275,00,3.5,560,540,530,24
215284,00,3.4,570,550,540,24
215293,00,4.0,680,660,660,30
215442,00,3.2,540,560,550,25
215655,00,3.5,590,550,550,24
215691,00,3.2,510,530,NULL,23
215743,00,3.6,590,510,560,25
215770,00,3.5,610,590,600,26
215798,00,3.5,580,570,570,25
215929,00,3.4,610,600,NULL,27
215947,00,3.5,580,570,570,26
216010,00,3.2,550,530,520,22
216038,00,3.4,550,540,530,23
216047,00,3.2,NULL,NULL,NULL,NULL
216278,00,3.3,610,620,610,27
216287,00,3.4,770,760,770,34
216311,00,3.3,NULL,NULL,NULL,NULL
216339,00,3.4,620,610,610,27
216357,00,3.1,540,520,NULL,23
216366,00,3.3,NULL,NULL,NULL,NULL
216524,00,3.3,640,640,640,30
216542,00,3.4,530,510,NULL,25
216597,00,3.9,710,690,690,31
216667,00,3.3,NULL,NULL,NULL,NULL
216694,00,3.6,550,560,NULL,25
216764,00,3.5,600,590,590,NULL
216807,00,3.5,570,580,560,25
216852,00,3.4,580,550,NULL,NULL
216931,00,3.0,600,570,560,NULL
217013,00,3.2,550,570,560,24
217040,00,3.5,NULL,NULL,NULL,NULL
217059,00,3.5,578,560,550,25
217156,00,3.1,780,760,770,34
217165,00,3.3,630,590,590,27
217235,00,3.1,NULL,NULL,NULL,NULL
217402,00,3.4,640,620,640,28
217420,00,3.1,520,520,520,22
217484,00,3.3,590,580,580,26
217493,00,3.5,710,670,690,32
217518,00,3.2,NULL,NULL,NULL,NULL
217536,00,3.2,600,590,600,26
217606,00,2.9,NULL,NULL,NULL,NULL
217624,00,2.7,NULL,NULL,NULL,NULL
217633,00,3.5,580,600,580,26
217688,00,3.2,540,540,NULL,23
217721,00,2.8,NULL,NULL,NULL,NULL
217749,00,3.1,NULL,NULL,NULL,26
217776,00,2.6,510,540,510,22
217819,00,3.8,630,630,NULL,28
217864,00,3.5,600,590,560,25
217873,00,3.3,510,490,NULL,21
217882,00,4.2,680,660,610,31
217907,00,3.0,530,520,NULL,22
217925,00,3.7,580,620,590,25
217934,00,3.7,560,570,NULL,24
217961,00,3.9,570,590,NULL,26
217998,00,2.7,560,550,NULL,24
218061,00,3.6,530,530,500,22
218070,00,3.3,670,670,NULL,30
218229,00,3.7,520,530,500,22
218238,00,3.2,560,530,NULL,23
218335,00,3.3,NULL,NULL,NULL,NULL
218399,00,3.0,NULL,NULL,NULL,NULL
218414,00,3.3,540,520,500,22
218441,00,3.4,670,670,660,29
218539,00,3.5,610,600,NULL,28
218645,00,3.6,540,540,520,23
218654,00,3.3,510,500,NULL,22
218663,00,4.2,650,640,NULL,29
218724,00,3.4,550,530,NULL,23
218733,00,2.9,436,416,NULL,19
218742,00,3.7,540,530,NULL,23
218919,00,2.7,NULL,NULL,NULL,NULL
218964,00,3.8,570,570,NULL,25
218973,00,3.5,640,620,620,29
219000,00,3.7,NULL,NULL,NULL,27
219046,00,3.0,594,635,510,23
219082,00,3.1,550,620,NULL,24
219091,00,2.7,590,580,NULL,27
219198,00,3.4,NULL,NULL,NULL,25
219204,00,2.9,NULL,NULL,NULL,NULL
219259,00,3.1,580,NULL,540,25
219295,00,3.3,470,470,450,22
219347,00,3.5,660,630,NULL,28
219356,00,3.3,600,590,NULL,25
219383,00,3.3,510,460,480,26
219471,00,3.4,620,NULL,580,26
219505,00,2.7,NULL,NULL,NULL,NULL
219602,00,3.2,560,540,NULL,24
219639,00,3.4,NULL,NULL,NULL,27
219709,00,3.6,630,640,NULL,29
219718,00,2.9,505,510,NULL,22
219790,00,3.3,600,600,580,25
219806,00,3.1,580,575,NULL,26
219833,00,3.7,NULL,NULL,NULL,27
219949,00,3.3,530,540,530,23
219976,00,3.6,650,650,NULL,28
220075,00,3.3,550,550,NULL,25
220181,00,3.0,440,430,430,18
220206,00,3.4,NULL,NULL,NULL,NULL
220215,00,3.5,570,600,NULL,27
220473,00,3.3,570,560,560,24
220516,00,3.5,560,560,NULL,25
220552,00,3.2,NULL,NULL,NULL,NULL
220598,00,2.8,530,510,680,16
220604,00,2.5,NULL,NULL,NULL,17
220613,00,3.5,580,600,NULL,27
220631,00,3.4,540,500,NULL,27
220701,00,2.7,NULL,NULL,NULL,NULL
220710,00,3.5,550,550,NULL,26
220808,00,3.2,530,620,NULL,25
220862,00,3.3,600,600,580,25
220941,00,2.5,NULL,NULL,NULL,NULL
220978,00,3.4,570,580,NULL,24
221014,00,3.6,583,583,600,26
221254,00,2.8,NULL,NULL,NULL,25
221351,00,3.8,680,690,NULL,31
221519,00,3.6,650,670,670,30
221661,00,2.9,580,600,590,25
221731,00,3.2,540,510,NULL,24
221740,00,2.8,590,590,NULL,25
221759,00,3.2,650,640,NULL,29
221768,00,3.4,NULL,NULL,NULL,25
221838,00,3.5,NULL,NULL,NULL,NULL
221847,00,3.5,650,600,NULL,26
221856,00,2.9,530,480,480,20
221892,00,3.3,570,590,NULL,26
221953,00,3.1,520,520,NULL,23
221971,00,3.7,670,680,NULL,29
221999,00,3.8,790,780,770,34
222178,00,3.6,600,580,560,27
222628,00,3.4,NULL,NULL,NULL,NULL
222831,00,2.8,540,520,NULL,23
222877,00,3.3,NULL,NULL,NULL,NULL
222938,00,3.4,NULL,NULL,NULL,NULL
222983,00,3.6,670,660,630,27
223117,00,2.9,NULL,NULL,NULL,NULL
223214,00,3.2,NULL,NULL,NULL,NULL
223232,00,3.2,670,660,640,29
224004,00,3.3,570,550,NULL,25
224147,00,2.7,540,520,500,23
224226,00,3.5,648,656,NULL,27
224244,00,2.9,506,512,471,22
224323,00,3.8,650,680,660,30
224402,00,2.7,NULL,NULL,NULL,NULL
224527,00,3.3,530,520,NULL,22
224545,00,2.7,560,540,530,23
224554,00,2.5,550,540,NULL,24
224776,00,3.0,NULL,NULL,NULL,NULL
225247,00,3.6,560,550,530,25
225399,00,3.0,590,580,560,27
225414,00,3.3,NULL,NULL,NULL,NULL
225432,00,3.4,510,480,NULL,21
225502,00,2.7,518,490,NULL,21
225511,00,3.5,640,610,NULL,27
225548,00,3.5,530,520,NULL,22
225575,00,2.8,450,450,NULL,17
225627,00,3.5,540,520,NULL,23
225885,00,2.5,NULL,NULL,NULL,NULL
226091,00,3.4,550,530,NULL,23
226152,00,3.4,520,491,NULL,20
226231,00,3.6,660,640,NULL,30
226383,00,3.4,570,560,560,24
226471,00,3.6,580,560,530,27
226587,00,3.5,550,540,NULL,24
226833,00,3.4,550,540,520,23
227216,00,3.0,610,600,NULL,26
227243,00,3.4,530,490,NULL,22
227331,00,3.1,500,490,NULL,21
227368,00,2.9,540,510,500,21
227377,00,3.2,NULL,NULL,NULL,NULL
227429,00,2.8,450,440,490,18
227526,00,3.0,480,460,450,20
227757,00,2.6,790,760,770,34
227845,00,3.0,610,610,600,26
227863,00,3.6,620,590,588,28
227881,00,2.9,550,540,NULL,23
228042,00,3.5,550,540,520,24
228149,00,3.4,580,570,545,24
228246,00,3.7,700,690,680,31
228325,00,3.1,NULL,NULL,NULL,NULL
228343,00,3.4,640,640,NULL,29
228431,00,2.6,550,540,520,24
228459,00,3.4,570,560,540,25
228468,00,2.6,540,550,NULL,22
228501,00,3.1,500,490,470,21
228529,00,2.6,550,530,500,23
228635,00,2.9,NULL,NULL,NULL,NULL
228644,00,3.4,NULL,NULL,NULL,NULL
228653,00,2.9,NULL,NULL,NULL,NULL
228705,00,3.3,520,490,NULL,21
228714,00,2.6,NULL,NULL,NULL,NULL
228723,00,2.8,660,630,610,29
228769,00,3.4,620,580,560,26
228778,00,2.9,710,670,680,31
228787,00,3.9,700,670,NULL,31
228796,00,2.5,530,500,NULL,22
228802,00,3.4,598,560,550,25
228875,00,3.2,650,620,640,29
228884,00,3.0,NULL,NULL,NULL,NULL
228981,00,3.7,580,560,540,25
229018,00,3.5,570,550,NULL,23
229027,00,3.1,590,570,540,25
229063,00,3.0,470,450,440,19
229115,00,3.4,620,590,560,27
229160,00,3.3,540,550,520,22
229179,00,3.2,540,530,520,23
229267,00,3.5,680,690,NULL,31
229300,00,2.7,NULL,NULL,NULL,NULL
229337,00,3.5,NULL,NULL,NULL,NULL
229780,00,3.2,530,510,480,23
229814,00,2.8,540,540,NULL,24
229887,00,3.5,NULL,NULL,NULL,NULL
230038,00,3.8,680,680,NULL,31
230047,00,3.0,580,590,NULL,26
230603,00,3.5,580,570,550,26
230728,00,3.5,630,610,NULL,27
230737,00,3.1,NULL,NULL,NULL,NULL
230764,00,3.5,648,620,610,27
230782,00,3.2,NULL,NULL,NULL,NULL
230807,00,3.5,610,610,NULL,28
230816,00,3.5,NULL,NULL,NULL,NULL
230825,00,3.2,NULL,NULL,NULL,NULL
230834,00,2.9,540,520,500,23
230852,00,3.0,620,620,600,28
230889,00,3.3,NULL,NULL,NULL,NULL
230898,00,2.7,NULL,NULL,NULL,NULL
230913,00,3.2,530,540,520,23
230931,00,2.9,530,520,510,21
230940,00,3.1,NULL,NULL,NULL,NULL
230959,00,3.0,740,740,750,33
230995,00,3.0,590,570,NULL,26
231059,00,3.5,640,650,630,28
231077,00,2.5,485,500,545,18
231086,00,2.8,490,490,478,20
231095,00,3.4,NULL,NULL,NULL,NULL
231174,00,3.5,650,640,650,29
231420,00,3.2,530,520,480,22
231554,00,3.0,510,500,NULL,21
231581,00,3.5,570,560,550,25
231624,00,4.1,720,740,720,32
231651,00,3.5,570,630,NULL,25
231712,00,3.7,620,630,NULL,28
231837,00,3.4,540,520,500,23
232025,00,3.5,560,560,540,25
232043,00,3.5,560,568,550,25
232089,00,2.8,490,490,470,20
232186,00,3.7,630,620,NULL,28
232256,00,3.4,615,600,575,27
232265,00,3.3,540,550,NULL,23
232308,00,3.5,580,640,NULL,27
232423,00,3.2,630,620,NULL,27
232557,00,2.7,570,570,NULL,26
232566,00,3.4,540,550,NULL,23
232609,00,3.3,560,550,540,24
232672,00,3.3,510,550,540,25
232681,00,3.5,590,620,600,26
232706,00,3.2,560,570,560,24
232937,00,2.9,480,480,460,20
232982,00,3.3,570,560,NULL,23
233277,00,3.1,540,540,520,22
233295,00,3.6,590,590,580,26
233301,00,3.6,590,610,590,28
233374,00,2.9,720,690,690,31
233426,00,3.4,590,600,580,26
233499,00,3.3,NULL,NULL,NULL,NULL
233541,00,3.4,570,550,550,26
233611,00,3.4,560,570,553,26
233684,00,2.6,NULL,NULL,NULL,NULL
233718,00,3.5,590,620,NULL,27
233897,00,3.3,520,530,500,22
233912,00,3.2,475,545,NULL,22
233921,00,4.0,680,640,640,NULL
234030,00,3.6,600,610,590,26
234076,00,4.2,740,720,720,33
234085,00,3.6,630,620,600,27
234137,00,2.9,NULL,NULL,NULL,NULL
234155,00,2.8,445,450,440,18
234164,00,2.6,420,420,NULL,17
234173,00,3.3,570,573,NULL,24
234207,00,3.3,720,740,730,33
234827,00,3.2,550,550,520,23
234915,00,2.8,NULL,NULL,NULL,NULL
235024,00,3.1,NULL,NULL,NULL,NULL
235097,00,3.2,550,540,520,23
235167,00,3.0,580,630,590,27
235316,00,3.7,650,640,NULL,29
235422,00,2.6,NULL,NULL,NULL,NULL
235547,00,3.1,NULL,NULL,NULL,NULL
235769,00,3.5,547,515,NULL,NULL
236133,00,3.5,570,600,570,28
236230,00,3.7,610,610,590,28
236328,00,3.0,660,670,670,30
236452,00,3.5,600,580,570,25
236577,00,3.5,610,630,620,28
236595,00,3.6,630,640,630,29
236896,00,3.5,600,600,570,27
236939,00,3.3,580,570,550,25
236948,00,3.8,710,650,640,30
237011,00,3.4,600,620,NULL,28
237057,00,3.7,693,730,700,32
237066,00,3.7,NULL,NULL,NULL,NULL
237118,00,2.8,530,520,490,24
237136,00,3.4,495,568,NULL,26
237181,00,2.8,510,530,490,24
237215,00,3.4,430,500,510,21
237312,00,3.4,535,515,NULL,24
237330,00,3.2,520,530,520,24
237358,00,3.2,540,520,NULL,23
237367,00,3.3,520,520,NULL,23
237385,00,3.4,460,480,NULL,21
237525,00,3.4,540,550,540,24
237640,00,3.1,520,520,500,23
237783,00,2.5,NULL,NULL,NULL,NULL
237792,00,3.3,540,560,NULL,24
237899,00,2.9,480,495,470,22
237932,00,3.3,530,510,500,24
237950,00,3.2,550,530,NULL,24
237969,00,3.5,557,510,550,25
238032,00,3.4,580,560,NULL,26
238078,00,3.4,550,563,550,24
238193,00,2.8,NULL,NULL,NULL,23
238324,00,2.6,NULL,NULL,NULL,24
238333,00,3.4,660,710,NULL,30
238430,00,3.1,580,550,NULL,24
238458,00,3.3,NULL,NULL,NULL,26
238476,00,3.3,610,570,NULL,27
238573,00,3.0,NULL,NULL,NULL,NULL
238616,00,3.3,620,555,505,25
238661,00,3.3,NULL,NULL,NULL,25
238935,00,2.8,NULL,NULL,NULL,NULL
238980,00,3.0,440,520,450,24
239017,00,3.7,NULL,NULL,NULL,NULL
239071,00,2.7,540,585,565,26
239080,00,3.1,NULL,NULL,NULL,22
239105,00,3.3,650,630,630,29
239309,00,3.1,NULL,NULL,NULL,NULL
239318,00,3.7,680,640,NULL,30
239390,00,2.9,585,575,545,23
239503,00,2.8,NULL,NULL,NULL,NULL
239512,00,3.3,610,630,NULL,27
239628,00,3.3,680,630,NULL,28
239716,00,3.5,NULL,NULL,NULL,27
239743,00,3.0,505,493,443,23
240107,00,3.5,NULL,NULL,NULL,26
240189,00,3.2,600,580,540,24
240268,00,2.5,NULL,NULL,NULL,26
240277,00,3.4,NULL,NULL,NULL,25
240329,00,3.5,NULL,NULL,NULL,26
240338,00,3.4,585,550,NULL,27
240365,00,3.3,NULL,NULL,NULL,24
240374,00,3.0,NULL,NULL,NULL,23
240417,00,3.2,NULL,NULL,NULL,24
240426,00,3.2,NULL,NULL,NULL,24
240444,00,3.8,750,650,670,30
240453,00,3.1,NULL,NULL,NULL,24
240462,00,2.8,NULL,NULL,NULL,25
240471,00,3.6,NULL,NULL,NULL,24
240480,00,3.5,NULL,NULL,NULL,25
240727,00,3.5,630,610,NULL,27
241100,00,2.6,NULL,NULL,NULL,NULL
241128,00,2.8,NULL,NULL,NULL,NULL
241191,00,2.7,NULL,NULL,NULL,NULL
241216,00,2.8,NULL,NULL,NULL,NULL
241225,00,3.2,NULL,NULL,NULL,NULL
241331,00,3.5,NULL,NULL,NULL,NULL
241377,00,3.4,NULL,NULL,NULL,NULL
241386,00,3.4,NULL,NULL,NULL,NULL
241395,00,2.8,NULL,NULL,NULL,NULL
241410,00,3.0,NULL,NULL,NULL,NULL
241614,00,2.6,NULL,NULL,NULL,NULL
241739,00,3.0,NULL,NULL,NULL,NULL
241766,00,2.7,NULL,NULL,NULL,NULL
241951,00,3.0,NULL,NULL,NULL,NULL
242617,00,3.2,NULL,NULL,NULL,NULL
242626,00,2.5,NULL,NULL,NULL,NULL
242635,00,2.5,NULL,NULL,NULL,NULL
242644,00,2.9,NULL,NULL,NULL,NULL
242653,00,2.8,NULL,NULL,NULL,NULL
242662,00,3.2,NULL,NULL,NULL,NULL
242680,00,2.6,NULL,NULL,NULL,NULL
242699,00,3.5,NULL,NULL,NULL,NULL
242705,00,3.2,NULL,NULL,NULL,NULL
243106,00,3.5,575,568,NULL,NULL
243115,00,3.4,NULL,NULL,NULL,NULL
243133,00,2.9,NULL,NULL,NULL,NULL
243142,00,3.1,565,568,NULL,NULL
243151,00,2.6,630,609,NULL,NULL
243179,00,2.9,NULL,NULL,NULL,NULL
243197,00,3.3,NULL,NULL,NULL,NULL
243203,00,3.3,NULL,NULL,NULL,NULL
243212,00,3.0,NULL,NULL,NULL,NULL
243221,00,3.0,670,644,NULL,NULL
243346,00,3.0,NULL,NULL,NULL,NULL
243443,00,3.0,NULL,NULL,NULL,NULL
243568,00,3.4,NULL,NULL,NULL,NULL
243577,00,3.2,NULL,NULL,NULL,NULL
243586,00,3.5,NULL,NULL,NULL,NULL
243601,00,3.3,NULL,NULL,NULL,NULL
243744,00,4.2,790,780,780,34
243780,00,3.7,690,630,630,30
243823,00,2.5,NULL,NULL,NULL,NULL
243832,00,3.0,NULL,NULL,NULL,NULL
244190,00,3.4,NULL,NULL,NULL,NULL
245652,00,2.6,NULL,NULL,NULL,NULL
245731,00,2.9,NULL,NULL,NULL,NULL
245777,00,3.2,NULL,NULL,NULL,NULL
245838,00,2.8,NULL,NULL,NULL,NULL
245847,00,3.0,NULL,NULL,NULL,NULL
245883,00,3.2,NULL,NULL,NULL,NULL
245892,00,3.1,NULL,NULL,NULL,NULL
245953,00,3.5,NULL,NULL,NULL,NULL
247773,00,2.7,NULL,NULL,NULL,NULL
247825,00,3.4,NULL,NULL,NULL,NULL
251312,00,2.6,NULL,NULL,NULL,NULL
260813,00,2.6,NULL,NULL,NULL,NULL
260901,00,3.5,NULL,NULL,NULL,NULL
262086,00,2.6,NULL,NULL,NULL,NULL
262129,00,3.9,660,720,680,30
363712,00,3.1,NULL,NULL,NULL,NULL
363907,00,3.2,NULL,NULL,NULL,NULL
363916,00,3.4,NULL,NULL,NULL,NULL
363934,00,3.2,NULL,NULL,NULL,NULL
366003,00,3.0,NULL,NULL,NULL,NULL
366711,00,3.2,540,530,NULL,23
366748,00,3.0,NULL,NULL,NULL,NULL
367194,00,2.7,NULL,NULL,NULL,NULL
367839,00,2.9,NULL,NULL,NULL,NULL
367884,00,3.0,NULL,NULL,NULL,NULL
367936,00,3.0,NULL,NULL,NULL,NULL
372213,00,2.9,NULL,NULL,NULL,NULL
372222,00,2.7,NULL,NULL,NULL,NULL
373827,00,2.7,NULL,NULL,NULL,NULL
375230,00,3.4,NULL,NULL,NULL,NULL
377546,00,3.3,NULL,NULL,NULL,NULL
377555,00,3.2,590,560,530,23
377564,00,3.2,550,540,510,23
378576,00,3.0,NULL,NULL,NULL,NULL
380465,00,3.1,NULL,NULL,NULL,NULL
381787,00,2.6,NULL,NULL,NULL,NULL
382063,00,3.1,NULL,NULL,NULL,NULL
384254,00,2.9,NULL,NULL,NULL,NULL
384412,00,2.6,NULL,NULL,NULL,NULL
384421,00,3.0,NULL,NULL,NULL,NULL
385619,00,3.4,NULL,NULL,NULL,NULL
388520,00,2.9,NULL,NULL,NULL,NULL
392840,00,3.2,515,600,560,23
398130,00,2.9,NULL,NULL,NULL,NULL
399911,00,3.9,700,640,630,29
401223,00,2.7,NULL,NULL,NULL,NULL
402615,00,3.4,NULL,NULL,NULL,NULL
402776,00,3.0,NULL,NULL,NULL,NULL
404338,00,3.0,NULL,NULL,NULL,NULL
405058,00,3.3,NULL,NULL,NULL,NULL
405854,00,2.5,NULL,NULL,NULL,NULL
405979,00,2.9,NULL,NULL,NULL,NULL
405988,00,2.7,NULL,NULL,NULL,NULL
405997,00,2.5,NULL,NULL,NULL,NULL
406006,00,2.9,NULL,NULL,NULL,NULL
406015,00,3.4,NULL,NULL,NULL,NULL
406194,00,3.0,NULL,NULL,NULL,NULL
409698,00,3.2,540,540,NULL,24
410502,00,3.1,NULL,NULL,NULL,NULL
413413,00,2.5,NULL,NULL,NULL,NULL
414595,00,3.2,NULL,NULL,NULL,NULL
414708,00,3.1,NULL,NULL,NULL,NULL
414823,00,3.0,NULL,NULL,NULL,NULL
414878,00,2.5,NULL,NULL,NULL,NULL
416801,00,2.8,NULL,NULL,NULL,NULL
416962,00,2.9,NULL,NULL,NULL,NULL
417752,00,3.4,NULL,NULL,NULL,NULL
419457,00,2.9,NULL,NULL,NULL,NULL
419509,00,2.7,NULL,NULL,NULL,NULL
420042,00,3.2,NULL,NULL,NULL,NULL
420325,00,3.1,NULL,NULL,NULL,NULL
420866,00,3.2,NULL,NULL,NULL,NULL
421009,00,2.7,NULL,NULL,NULL,NULL
421018,00,3.0,NULL,NULL,NULL,NULL
426314,00,3.4,NULL,NULL,NULL,NULL
428259,00,3.1,NULL,NULL,NULL,NULL
428268,00,3.3,NULL,NULL,NULL,NULL
428286,00,3.3,NULL,NULL,NULL,NULL
428444,00,2.6,NULL,NULL,NULL,NULL
430087,00,2.9,NULL,NULL,NULL,NULL
430184,00,3.3,NULL,NULL,NULL,NULL
430670,00,3.3,NULL,NULL,NULL,NULL
430704,00,2.9,NULL,NULL,NULL,NULL
430810,00,2.6,NULL,NULL,NULL,NULL
431983,00,3.2,NULL,NULL,NULL,NULL
432199,00,3.0,NULL,NULL,NULL,NULL
432214,00,3.0,NULL,NULL,NULL,NULL
432223,00,3.3,NULL,NULL,NULL,NULL
432232,00,3.0,NULL,NULL,NULL,NULL
432241,00,3.5,NULL,NULL,NULL,NULL
432533,00,2.7,NULL,NULL,NULL,NULL
433004,00,2.7,NULL,NULL,NULL,NULL
433387,00,3.1,NULL,NULL,NULL,NULL
433660,00,3.4,550,550,540,24
434034,00,2.6,NULL,NULL,NULL,NULL
434414,00,2.7,NULL,NULL,NULL,NULL
434937,00,3.5,NULL,NULL,NULL,NULL
434946,00,3.2,NULL,NULL,NULL,NULL
434955,00,2.6,NULL,NULL,NULL,NULL
434964,00,3.0,NULL,NULL,NULL,NULL
434973,00,3.3,NULL,NULL,NULL,NULL
434982,00,2.5,NULL,NULL,NULL,NULL
434991,00,3.1,NULL,NULL,NULL,NULL
435000,00,2.6,NULL,NULL,NULL,NULL
436094,00,3.3,NULL,NULL,NULL,NULL
436438,00,3.4,NULL,NULL,NULL,NULL
436614,00,2.7,NULL,NULL,NULL,NULL
436818,00,2.8,560,560,NULL,24
436827,00,3.1,560,550,NULL,26
436836,00,3.1,580,550,NULL,24
437097,00,3.2,NULL,NULL,NULL,NULL
437316,00,2.8,NULL,NULL,NULL,NULL
437325,00,2.9,NULL,NULL,NULL,NULL
437848,00,3.4,NULL,NULL,NULL,NULL
438382,00,2.9,NULL,NULL,NULL,NULL
438416,00,3.1,NULL,NULL,NULL,NULL
438498,00,3.3,NULL,NULL,NULL,NULL
438586,00,3.3,NULL,NULL,NULL,NULL
438601,00,3.0,NULL,NULL,NULL,NULL
438610,00,2.8,NULL,NULL,NULL,NULL
438629,00,3.3,NULL,NULL,NULL,NULL
439057,00,2.8,NULL,NULL,NULL,NULL
439163,00,2.9,NULL,NULL,NULL,NULL
439279,00,2.6,NULL,NULL,NULL,NULL
439297,00,2.8,NULL,NULL,NULL,NULL
439330,00,3.1,NULL,NULL,NULL,NULL
439446,00,3.5,NULL,NULL,NULL,NULL
439613,00,3.2,NULL,NULL,NULL,NULL
439701,00,3.0,NULL,NULL,NULL,NULL
440147,00,3.0,NULL,NULL,NULL,NULL
440341,00,3.3,NULL,NULL,NULL,NULL
440396,00,2.6,620,670,670,27
440411,00,3.1,NULL,NULL,NULL,NULL
440420,00,3.0,NULL,NULL,NULL,NULL
440439,00,3.0,NULL,NULL,NULL,NULL
440448,00,2.7,NULL,NULL,NULL,NULL
440457,00,2.8,NULL,NULL,NULL,NULL
440466,00,3.0,NULL,NULL,NULL,NULL
440484,00,2.9,NULL,NULL,NULL,NULL
440536,00,2.6,NULL,NULL,NULL,NULL
440545,00,2.6,NULL,NULL,NULL,NULL
440590,00,2.8,NULL,NULL,NULL,NULL
440749,00,3.3,NULL,NULL,NULL,NULL
440758,00,2.8,NULL,NULL,NULL,NULL
440794,00,3.2,NULL,NULL,NULL,NULL
440828,00,3.4,NULL,NULL,NULL,NULL
440925,00,2.7,NULL,NULL,NULL,NULL
441186,00,3.1,500,480,NULL,21
441478,00,3.5,NULL,NULL,NULL,NULL
441511,00,2.6,NULL,NULL,NULL,NULL
441609,00,2.9,NULL,NULL,NULL,NULL
441690,00,3.3,NULL,NULL,NULL,NULL
441900,00,2.9,NULL,NULL,NULL,NULL
441937,00,3.2,530,530,NULL,23
441982,00,3.9,790,760,780,34
442143,00,2.6,NULL,NULL,NULL,NULL
442152,00,2.9,NULL,NULL,NULL,NULL
442161,00,2.5,NULL,NULL,NULL,NULL
442170,00,3.2,NULL,NULL,NULL,NULL
442189,00,2.7,NULL,NULL,NULL,NULL
442222,00,3.3,NULL,NULL,NULL,NULL
442365,00,2.9,NULL,NULL,NULL,NULL
442569,00,2.8,NULL,NULL,NULL,NULL
442639,00,3.4,NULL,NULL,NULL,NULL
442824,00,3.4,NULL,NULL,NULL,NULL
442897,00,3.4,NULL,NULL,NULL,NULL
443049,00,2.6,NULL,NULL,NULL,NULL
443058,00,2.6,NULL,NULL,NULL,NULL
443331,00,2.9,NULL,NULL,NULL,NULL
443340,00,2.9,NULL,NULL,NULL,NULL
443410,00,3.0,670,668,610,30
443456,00,3.2,NULL,NULL,NULL,NULL
443465,00,2.9,NULL,NULL,NULL,NULL
443474,00,2.6,NULL,NULL,NULL,NULL
443544,00,2.8,NULL,NULL,NULL,NULL
443687,00,3.3,NULL,NULL,NULL,NULL
443766,00,3.3,NULL,NULL,NULL,NULL
443784,00,2.7,NULL,NULL,NULL,NULL
443881,00,3.4,NULL,NULL,NULL,NULL
443890,00,3.4,NULL,NULL,NULL,NULL
443906,00,2.9,NULL,NULL,NULL,NULL
443924,00,2.5,NULL,NULL,NULL,NULL
443997,00,2.8,NULL,NULL,NULL,NULL
444033,00,2.7,NULL,NULL,NULL,NULL
444130,00,3.1,NULL,NULL,NULL,NULL
444398,00,2.7,NULL,NULL,NULL,NULL
444413,00,3.0,NULL,NULL,NULL,NULL
444723,00,2.8,NULL,NULL,NULL,NULL
444778,00,3.0,NULL,NULL,NULL,NULL
444927,00,3.4,NULL,NULL,NULL,NULL
444990,00,3.4,NULL,NULL,NULL,NULL
445027,00,3.0,NULL,NULL,NULL,NULL
445072,00,2.5,NULL,NULL,NULL,NULL
445124,00,2.6,NULL,NULL,NULL,NULL
445133,00,3.0,NULL,NULL,NULL,NULL
445188,00,3.5,590,550,550,24
445267,00,3.5,NULL,NULL,NULL,NULL
445276,00,2.7,NULL,NULL,NULL,NULL
445300,00,3.3,NULL,NULL,NULL,NULL
445319,00,3.2,NULL,NULL,NULL,NULL
445391,00,3.2,NULL,NULL,NULL,NULL
445407,00,2.7,NULL,NULL,NULL,NULL
445692,00,3.5,590,590,NULL,28
445717,00,2.6,NULL,NULL,NULL,NULL
445735,00,3.4,NULL,NULL,NULL,NULL
446048,00,3.5,590,620,600,26
446233,00,3.1,NULL,NULL,NULL,NULL
446394,00,2.6,NULL,NULL,NULL,NULL
446604,00,3.0,NULL,NULL,NULL,NULL
446613,00,3.1,NULL,NULL,NULL,NULL
446640,00,2.6,NULL,NULL,NULL,NULL
446701,00,3.1,NULL,NULL,NULL,NULL
446710,00,2.7,NULL,NULL,NULL,NULL
446729,00,3.2,NULL,NULL,NULL,NULL
446738,00,2.6,NULL,NULL,NULL,NULL
446747,00,3.1,NULL,NULL,NULL,NULL
446756,00,2.8,NULL,NULL,NULL,NULL
446765,00,3.0,NULL,NULL,NULL,NULL
446792,00,3.4,NULL,NULL,NULL,NULL
446808,00,3.3,NULL,NULL,NULL,NULL
447050,00,2.7,NULL,NULL,NULL,NULL
447069,00,2.9,NULL,NULL,NULL,NULL
447272,00,3.4,NULL,NULL,NULL,NULL
447458,00,2.5,NULL,NULL,NULL,NULL
447485,00,3.4,NULL,NULL,NULL,NULL
447652,00,2.8,NULL,NULL,NULL,NULL
447661,00,2.9,NULL,NULL,NULL,NULL
447689,00,3.2,NULL,NULL,NULL,NULL
447953,00,2.8,NULL,NULL,NULL,NULL
448239,00,3.0,NULL,NULL,NULL,NULL
448284,00,3.3,NULL,NULL,NULL,NULL
448309,00,3.1,NULL,NULL,NULL,NULL
448521,00,2.8,NULL,NULL,NULL,NULL
448530,00,2.7,NULL,NULL,NULL,NULL
448558,00,3.5,NULL,NULL,NULL,NULL
448567,00,2.7,NULL,NULL,NULL,NULL
